--Location
INSERT INTO Location (pincode, state) VALUES
    ('380001', 'Gujarat'),
    ('380002', 'Gujarat'),
    ('380003', 'Gujarat'),
    ('380004', 'Gujarat'),
    ('380005', 'Gujarat'),
    ('380006', 'Gujarat'),
    ('380007', 'Gujarat'),
    ('380008', 'Gujarat'),
    ('380009', 'Gujarat'),
    ('380010', 'Gujarat'),
    ('400001', 'Maharashtra'),
    ('400002', 'Maharashtra'),
    ('400003', 'Maharashtra'),
    ('400004', 'Maharashtra'),
    ('400005', 'Maharashtra'),
    ('400006', 'Maharashtra'),
    ('400007', 'Maharashtra'),
    ('400008', 'Maharashtra'),
    ('400009', 'Maharashtra'),
    ('400010', 'Maharashtra'),
    ('110001', 'Delhi'),
    ('110002', 'Delhi'),
    ('110003', 'Delhi'),
    ('110004', 'Delhi'),
    ('110005', 'Delhi'),
    ('110006', 'Delhi'),
    ('110007', 'Delhi'),
    ('110008', 'Delhi'),
    ('110009', 'Delhi'),
    ('110010', 'Delhi'),
    ('700001', 'West Bengal'),
    ('700002', 'West Bengal'),
    ('700003', 'West Bengal'),
    ('700004', 'West Bengal'),
    ('700005', 'West Bengal'),
    ('700006', 'West Bengal'),
    ('700007', 'West Bengal'),
    ('700008', 'West Bengal'),
    ('700009', 'West Bengal'),
    ('700010', 'West Bengal'),
    ('302001', 'Rajasthan'),
    ('302002', 'Rajasthan'),
    ('302003', 'Rajasthan'),
    ('302004', 'Rajasthan'),
    ('302005', 'Rajasthan'),
    ('302006', 'Rajasthan'),
    ('302007', 'Rajasthan'),
    ('302008', 'Rajasthan'),
    ('302009', 'Rajasthan'),
    ('302010', 'Rajasthan');

--Charity
INSERT INTO Charity (charity_id, charity_name, pincode) VALUES 
('CRA001P005', 'CRA001', 'AS010'),
('CRA002P001', 'CRA002', 'UD006'),
('CRA002P001', 'CRA002', 'UD007'),
('CRA002P002', 'CRA002', 'UD008'),
('CRA002P002', 'CRA002', 'UD009'),
('CRA002P003', 'CRA002', 'UD010'),
('CRA002P003', 'CRA002', 'UD006'),
('CRA002P004', 'CRA002', 'UD007'),
('CRA002P004', 'CRA002', 'UD008'),
('CRA002P005', 'CRA002', 'UD009'),
('CRA002P005', 'CRA002', 'UD010'),
('CRA003P001', 'CRA003', 'CRA003E006'),
('CRA003P001', 'CRA003', 'CRA003E007'),
('CRA003P002', 'CRA003', 'CRA003E008'),
('CRA003P002', 'CRA003', 'CRA003E009'),
('CRA003P003', 'CRA003', 'CRA003E010'),
('CRA003P003', 'CRA003', 'CRA003E006'),
('CRA003P004', 'CRA003', 'CRA003E007'),
('CRA003P004', 'CRA003', 'CRA003E008'),
('CRA003P005', 'CRA003', 'CRA003E009'),
('CRA003P005', 'CRA003', 'CRA003E010');


--Donor_Contact
INSERT INTO Donor_contact (aadharcard_no, Mobile_No)
VALUES
    (123456789012, 9876543210),
    (234567890123, 9876543211),
    (345678901234, 9876543212),
    (456789012345, 9876543213),
    (567890123456, 9876543214),
    (678901234567, 9876543215),
    (789012345678, 9876543216),
    (890123456789, 9876543217),
    (901234567890, 9876543218),
    (112345678901, 9876543219),
    (223456789012, 9876543220),
    (334567890123, 9876543221),
    (445678901234, 9876543222),
    (556789012345, 9876543223),
    (667890123456, 9876543224),
    (778901234567, 9876543225),
    (889012345678, 9876543226),
    (990123456789, 9876543227),
    (111111111188, 9876543228),
    (222222222212, 9876543229),
    (333337890123, 9876543230),
    (333338901234, 9876543231),
    (333339012345, 9876543232),
    (333330123456, 9876543233),
    (333331234567, 9876543234),
    (333332345678, 9876543235),
    (333333456789, 9876543236),
    (333335678901, 9876543237),
    (333336789012, 9876543238),
    (333337800123, 9876543239),
    (445678904444, 9876543240),
    (556789014444, 9876543241),
    (667890124444, 9876543242),
    (778901234444, 9876543243),
    (889012344444, 9876543244),
    (990123454444, 9876543245),
    (112345674444, 9876543246),
    (223456784444, 9876543247),
    (334567894444, 9876543248),
    (445678444444, 9876543249),
    (88292012001, 9876543250),
    (882920120002, 9876543251),
    (882920345003, 9876543252),
    (882920456004, 9876543253),
    (882920567005, 9876543254),
    (882920890006, 9876543255),
    (99292880007, 9876543256),
    (882920901008, 9876543257),
    (882920012009, 9876543258),
    (88292023010, 9876543259),
    (88292034011, 9876543260),
    (882920345012, 9876543261),
    (882920456013, 9876543262),
    (882920567014, 9876543263),
    (882920789015, 9876543264);



--Donor_Email

INSERT INTO Donor_email (aadharcard_no, email)
VALUES
(123456789012, 'rahul@gmail.com'),
(234567890123, 'sneha@yahoo.com'),
(345678901234, 'nikhil@hotmail.com'),
(456789012345, 'komal@gmail.com'),
(567890123456, 'vishal@yahoo.com'),
(678901234567, 'preeti@hotmail.com'),
(789012345678, 'mayank@gmail.com'),
(890123456789, 'swati@yahoo.com'),
(901234567890, 'ravi@hotmail.com'),
(112345678901, 'amit@gmail.com'),
(223456789012, 'shruti@yahoo.com'),
(334567890123, 'ankit@hotmail.com'),
(445678901234, 'parth@gmail.com'),
(556789012345, 'kavya@yahoo.com'),
(667890123456, 'yash@hotmail.com'),
(778901234567, 'dhruv@gmail.com'),
(889012345678, 'neha@yahoo.com'),
(990123456789, 'riya@hotmail.com'),
(111111111188, 'kunal@gmail.com'),
(222222222212, 'aditya@yahoo.com'),
(333337890123, 'saurabh@hotmail.com'),
(333338901234, 'prachi@gmail.com'),
(333339012345, 'arjun@yahoo.com'),
(333330123456, 'amit@hotmail.com'),
(333331234567, 'raj@gmail.com'),
(333332345678, 'suman@yahoo.com'),
(333333456789, 'kapil@hotmail.com'),
(333335678901, 'varun@gmail.com'),
(333336789012, 'aryan@yahoo.com'),
(333337800123, 'manisha@hotmail.com'),
(445678904444, 'priyanka@gmail.com'),
(556789014444, 'abhishek@yahoo.com'),
(667890124444, 'shivani@hotmail.com'),
(778901234444, 'aakash@gmail.com'),
(889012344444, 'ankita@yahoo.com'),
(990123454444, 'rahul@hotmail.com'),
(112345674444, 'pooja@gmail.com'),
(223456784444, 'aditi@yahoo.com'),
(334567894444, 'anjali@hotmail.com'),
(445678444444, 'harsh@gmail.com'),
(88292012001, 'aniljoshi@gmail.com'),
(882920120002, 'shreyaparekh@yahoo.com'),
(882920345003, 'vivekgupta@hotmail.com'),
(882920456004, 'nehaverma@gmail.com'),
(882920567005, 'rohitsingh@yahoo.com'),
(882920890006, 'arunpatel@hotmail.com'),
(99292880007, 'poojasharma@gmail.com'),
(882920901008, 'ankitgupta@yahoo.com'),
(882920012009, 'sanjaysingh@hotmail.com'),
(88292023010, 'riyamehta@gmail.com'),
(88292034011, 'amitajoshi@yahoo.com'),
(882920345012, 'rahulparekh@hotmail.com'),
(882920456013, 'sachingupta@gmail.com'),
(882920567014, 'nidhiverma@yahoo.com'),
(882920789015, 'saurabhsingh@hotmail.com');









































  















